china,korea
传单,[명사]전단(지).삐라.
传达,[동사]전하다.전달하다.기관·학교·공장등의입구에서내빈을접수하고안내하다.표현하다.나타내다.[명사]접수원.수위.
船舶,[명사]배.선박.
串,[동사]꿰다.잘못연결하다.뒤섞이다.[명사](～儿)꿰어이루어진물품.꼬치.[양사](～儿)꿰미.송이.
冲突,[동사](모순의표면화로)충돌하다.싸우다.모순되다.상충하다.[명사]모순.충돌.갈등.모순.
冲动,[명사]충동.[동사]격해지다.흥분하다.
赤字,[명사]적자.결손.
赤道,[명사]적도.천구적도(天球赤道).
成员,[명사]성원.구성원.
成心,[부사]고의로.일부러.[명사]선입견.편견.
成效,[명사]효능.효과.
成天,[명사]하루종일.온종일.
承诺,[동사]승낙하다.대답하다.[명사]승낙.대답.
称号,[명사](주로영광스런)칭호.호칭.
成本,[명사]원가.자본금.
城堡,[명사](보루식의)작은성.성보.
秤,[명사]저울.대저울.
橙,[명사]오렌지나무.등자나무.오렌지.등자.[형용사]오렌지[귤]색의.등황색의.
沉淀,[동사]침전하다.가라앉다.모이다.쌓이다.[명사]침전물.
潮流,[명사]조류.(사회적)추세.조류.
产业,[명사]산업.공업.부동산.
倡议,[동사]제의하다.제안하다.[명사]제의.제안.
场所,[명사]장소.
场面,[명사]장면.신(scene).(특정장소의)정경.광경.장면.광경.겉치레.체면.
场合,[명사]특정한시간[장소·상황·경우·장면].
刹那,[명사]찰나.순간.
柴油,[명사]중유.디젤(diesel)유.
岔,[명사](산맥·하류(河流)·도로의)분기점.갈림길.[동사](원래방향에서)어긋나다.빗나가다.(시간이)엇갈리게하다.(시간의)충돌을피하다.(말을끊고)화제를바꾸다.말머리를돌리다.
层次,[명사]단계.순서.순서.단계.(서로관련된)각급기구.
侧面,[명사]옆면.측면.(전체를구성하는)한측면.어떤방면.
策略,[명사]책략.전술.[형용사]전략적이다.전술적이다.
测量,[동사]측량하다.[명사]측량.측정.[동사]시험을통해가늠하다[따져보다·평가하다].
策划,[동사]획책하다.계획하다.기획하다.꾸미다.[명사]기획자.
草案,[명사]초안.
参谋,[명사]참모.[동사]조언하다.권하다.[명사]카운셀러.상담자.
仓库,[명사]창고.곳간.
舱[艙],[명사]객실.선실.
财政,[명사]재정.
财务,[명사]재무.재정.
彩票,[명사]복권.
裁判,[명사]심판.레퍼리(referee).[동사]심판을보다.심판을서다.(제삼자가)판정하다.
采购,[동사]구입하다.골라사다.[명사]구매담당직원.구매원.
才干,[명사]능력.재간.
财富,[명사]부(富).재산.
裁缝,[명사]재봉사.
部位,[명사]부위.
补贴,[명사]보조금.수당.[동사]보조하다.보태주다.
部署,[동사]배치하다.안배하다.[명사]배치.안배.
布局,[명사]구도.짜임새.(작문·그림등의)구성.짜임새.[동사](장기나바둑에서)포석하다.
布告,[명사]게시문.포고문.[동사]공고하다.통고하다.
步伐,[명사]대오의보조(步調).걸음걸이.발걸음.(일이진행되는)속도.순서.
伯母,[명사]백모.큰어머니.아주머니.
博览会,[명사]박람회.
波浪,[명사]파도.물결.
比重,[명사]비중.비중.
比喻,[명사]비유(법).[동사]비유하다.
鼻涕,[명사]콧물.
冰雹,[명사]우박.
比方,[동사]비유하다.예를들다.[접속사]예컨대.예를들어.[명사]비유.예.[접속사]만약.만일.
别墅,[명사]별장.
弊端,[명사]폐단.폐해.
弊病,[명사]폐단.문제점.
标题,[명사]표제.제목.[동사]제목을달다.표제를달다.
表态,[동사]태도를표명하다.입장을밝히다.[명사](표명한)태도.입장.
标记,[명사]표기.[동사]표기하다.
标本,[명사]표본.시료(試料).지엽과근본.표본.
辫子,[명사]땋은머리.변발.땋은머리같은것.결점.약점.
边缘,[명사]가장자리부분.가.직전.끝자락.[형용사]경계에근접한.여러방면과관련된.
贬义,[명사]부정적이거나혐오적인의미.
便条,[명사]메모.쪽지.비공식적인편지나통지문.
边境,[명사]국경지대.변경.
边界,[명사](지역간의)경계선.(토지의)경계.범위.국경선.
边疆,[명사]국경지대.변경.
变故,[명사]변고.재난.
扁,[형용사]평평하다.납작하다.(글자나도형의)상하높이가좌우의폭보다좁다.얕보다.깔보다.[명사](Biǎn)성(姓).
臂,[명사]팔.윗팔.상박(上膊).동물의앞다리.일부기계에서팔처럼뻗어나온부분.
本事,[명사]능력.재능.
本身,[명사]그자신.그자체.
本人,[명사](1인칭의)나.본인.(사건의)본인.당사자.
本钱,[명사](장사·도박에서의)본전.원금.밑천.자본.
本能,[명사]본능.[부사]본능적으로.
备忘录,[명사](일반적인)비망록.회의록.(외교상의)비망록.
贝壳,[명사]조가비.패갑(貝甲).
北极,[명사]북극.자북극(磁北極).
备份,[동사]예비분을복제하다.(디스켓등에)백업(backup)하다.카피(copy)하다.숫자를채우다.[명사]예비(분).
悲哀,[형용사]슬프고애통하다.비통해하다.[명사]비애.슬픔.
把手,[명사]손잡이.핸들.
包装,[동사](물건을)포장하다.(사람이나사물을)포장하다.잘꾸미다.[명사]포장.
保障,[동사]보장하다.보증하다.확보하다.[명사]보장.보증.
包围,[동사]포위하다.에워싸다.휩싸이다.뒤덮이다.포위하다[명사]포위망.
保姆,[명사]보모.가정부.
暴力,[명사]폭력.(국가의)강제적힘.공권력.
保管,[동사]보관하다.[부사]꼭.틀림없이.[명사]관리인.보관자.
报复,[동사]보복하다.앙갚음하다.[명사]보복.앙갚음.
包袱,[명사]부담.짐.보.보자기.(보자기로싼)보따리.꾸러미.·快书웃음보따리.웃음거리.
抱负,[명사]포부.큰뜻.
报酬,[명사]보수.대가.월급.급여.
伴侣,[명사]배우자.반려자.동반자.동료.
榜样,[명사]모범.본보기.
磅,[명사](중량단위인)파운드(pound).포인트(point).앉은뱅이저울.[동사](저울로)무게를달다.
版本,[명사]판본.
霸道,[명사]패도.[형용사]횡포하다.포악하다.
疤,[명사]상처.흉터.(기물에생긴)흠(집).
奥秘,[명사]신비.비밀.
暗示,[동사]암시하다.[명사]암시.암시.
案例,[명사]사례.(사건·소송등의)구체적인예.
案件,[명사](법률상의)사건.사안.
癌症,[명사]암의통칭.
知足常乐,만족함을알면항상즐겁다
烟花爆竹,불꽃놀이폭죽
涮火锅,중국식신선로(샤브샤브)를먹다
潜水,내용만읽고답글은달지않음[동사]잠수하다.[명사]지하수.
纽扣儿,단추
竭尽全力,모든힘을다기울이다
不屑一顾,거들떠볼가치도없다.
总而言之,총괄적으로말하면.요컨대.
自力更生,자력갱생하다.
子弹,탄두(枪弹)'의낮은말.
主流,(강물의)간류(幹流).본류(本流).[명사]주류.
众所周知,모든사람이다알고있다.
智商,지능지수(智力商数)'의약칭.
争先恐后,뒤질세라앞을다투다.
朝气蓬勃,생기가넘쳐흐르다.생기발랄하다.
斩钉截铁,맺고끊다.언행이단호하다.
再接再厉,"수탉이서로싸울때,쪼기전에항상부리를다듬다.더욱더힘쓰다.한층더분발하다."
与日俱增,날이갈수록많아[더해]지다.날로늘어나다[커지다].성장[신장]상황이계속되다.
有条不紊,(말·행동이)조리있고질서정연하다.일사불란하고이치에들어맞다.
优胜劣汰,우승열패하다.나은자는이기고못한자는패하다.
一丝不苟,(일을함에있어서)조금도소홀히하지않다.조금도빈틈이없다.
一如既往,지난날과다름없다.
一目了然,일목요연하다.한눈에환히알다[보다].
一举两得,일거양득.일석이조.
一帆风顺,순풍에돛을올리다.일이순조롭게진행되다.
循序渐进,순차적으로진행하다[나아가다].점차적으로제고[발전·심화]시키다.
雪上加霜,설상가상.눈위에서리가내리다.설상가상이다.엎친데덮친격이다.
悬崖峭壁,깎아지른듯한절벽.험준한산세.
喜闻乐见,기쁜마음으로듣고보다.즐겨듣고즐겨보다.
欣欣向荣,(초목이)무성하다.무럭무럭자라다.(사업이)번창하다.활기차게발전하다.
兴致勃勃,흥미진진하다.
兴高采烈,매우기쁘다.신바람이나다.
新陈代谢,(신진)대사.물질대사.신진대사.
小心翼翼,엄숙하고경건하다.조심하고신중하여추호도소홀함이없다.매우조심스럽다.
相辅相成,서로보완하고도와서일을완성하다.서로도와서일이잘되어나가도록하다.
想方设法,온갖방법을다생각하다.갖은방법을다하다.
无忧无虑,아무런근심[걱정]이없다.
无微不至,사소[세세]한데까지신경을쓰다.배려하고보살핌이세심하고주도면밀하다.
无穷无尽,무궁무진하다.무진장하다.
无能为力,힘을제대로쓰지못하다.능력이없다.
物美价廉,상품의질이좋고값도저렴하다.
无理取闹,아무런까닭없이남과다투다.고의로소란을피우다.
无动于衷,(마음속에)아무런느낌이없다.마음에전혀와닿지않다.전혀무관심하다.
微不足道,하찮아서말할[언급할]가치도없다.
统筹兼顾,여러방면의일을통일적으로계획하고두루돌보다.
天伦之乐,가족이누리는단란함[즐거움].
滔滔不绝,끊임없이계속되다.말이끝이없다.
肆无忌惮,제멋대로굴고전혀거리낌이없다.
实事求是,실사구시.사실에토대로하여진리를탐구하다.
深情厚谊,깊고돈독한정(情).
伤脑筋,골치를앓다.골머리를썩이다.
日新月异,나날이새로워지다.변화와발전이빠르다.
任重道远,"맡은바책임은무겁고,갈길은멀기만하다.책임이무겁다."
热泪盈眶,뜨거운눈물이눈에그렁그렁하다.매우감격하다[흥분하다·감동하다].
全力以赴,(어떤일에)전력투구하다.최선을다하다.
旗帜,[명사]기.깃발.본보기.모범.기치.
岂有此理,어찌이럴수가있단말인가?이런경우가어디있단말인가?언행이도리나이치에어긋나다.
齐心协力,한마음한뜻으로함께노력하다.
迄今为止,지금에이르기까지.
锲而不舍,중도에그만두지않고끝까지조각하다.나태함없이끈기있게끝까지해내다.
潜移默化,한사람의사상이나성격등이어떤영향을받아부지불식간에변화가생기다.은연중에감화되다.
千方百计,갖은방법[계략]을다써보다[생각하다].
恰到好处,(말·행동등이)꼭들어맞다.아주적절하다.
迫不及待,일각도지체할수없다.잠시도늦출수없다.
难能可贵,쉽지않은일을해내어대견스럽다.매우장하다.
纳闷儿,"답답하다,속이터진다궁금하다，알고싶다"
墨水儿,먹물.잉크.
莫名其妙,영문을알수없다.어리둥절하게하다.아무도그오묘함을설명할수없다.대단히오묘하다.
名副其实,명성과실상이서로부합되다.명실상부하다.
络绎不绝,왕래가빈번해끊이지않다.내왕이빈번하다.
理直气壮,이유가충분[정확]하여하는말이[태도가]당당하다[떳떳하다].
力所能及,자기능력으로해낼수있다.힘이닿는데까지.
理所当然,도리로보아당연하다.당연히그렇다.
苦尽甘来,고진감래.고생끝에낙이온다.
空前绝后,전무후무(前無後無)하다.이전에도없었고앞으로도없다.대단한성취혹은성황.
刻不容缓,일각도지체할수없다.잠시도늦출수없다.
举足轻重,실력자가두강자사이에서한쪽으로조금만치우쳐도세력의균형이깨진다.대단히중요한위치에있어서일거수일투족이전체에중대한영향을끼치다.
举世瞩目,전세계사람들이주목하다.
聚精会神,정신을집중하다.전심하다.
急于求成,"객관적인조건을무시하고,서둘러목적을달성하려하다."
津津有味,흥미진진하다.감칠맛나다.아주맛있다.
精益求精,훌륭하지만더욱더완벽을추구하다.
兢兢业业,신중하고조심스럽게맡은일을부지런하고성실하게하다.근면하고성실하게업무에임하다.
精打细算,세밀하게계산하다.면밀하게계획하다.
井,[명사]우물.우물모양이나우물의틀모양을하고있는것.정.취락(聚落).향리.
急功近利,조급한성공과눈앞의이익에만급급하다.
家喻户晓,집집마다다알다.사람마다모두알다.
见义勇为,정의로운일을보고용감하게뛰어들다.불의를보면참지못하다.
见多识广,보고들은것이많고식견도넓다.박식하고경험이많다.
画蛇添足,뱀을그리는데다리를그려넣다.쓸데없는짓을하여도리어일을잘못되게하다.재주를피우려다일을망치다.
恍然大悟,문득모든것을깨치다.갑자기모두알게되다.
后顾之忧,뒷걱정.뒷근심.후방걱정.가족걱정.
归根到底,근본으로돌아가다.결국.
供不应求,공급이수요를따르지못하다.공급이딸리다.
各抒己见,각자자기의의견을발표하다.
根深蒂固,기초가튼튼하여쉽게흔들리지않다.
兜,[명사](～儿)호주머니.주머니.[동사]싸다.품다.책임을지다.떠맡다.우회하다.빙돌다.
东张西望,여기저기두리번거리다.이쪽저쪽을연달아돌아보다.
丢三落四,흐리멍덩하다.이것저것빠뜨리다.
得天独厚,우월한자연조건을갖고있다.특별히좋은조건을갖추다.처한환경이남달리좋다.
得不偿失,얻는것보다잃는것이더많다.
当务之急,당장급히처리해야하는일.급선무.
川流不息,(행인·차량등이)냇물처럼끊임없이오가다.꼬리에꼬리를물고이어지다.
称心如意,마음에꼭들다.자기마음에완전히부합되다.
层出不穷,끊임없이나타나다.꼬리를물고나타나다.
不择手段,목적을달성하기위하여수단방법을가리지않다.
不言而喻,말하지않아도안다.말할필요도없다.
不相上下,우열을가릴수없다.막상막하.수준이대등하다.
不可思议,불가사의하다.사람의사유로는헤아릴수없다.이해할수없다.상상할수없다.
不敢当,감당하기어렵습니다.황송합니다.
博大精深,사상·학식이넓고심오하다.
被告,피고(인)
饱经沧桑,세상만사의변화를실컷경험하다.
半途而废,일을중도에그만두다.도중에포기하다.
爱不释手,너무나좋아하여차마손에서떼어놓지못하다.
噪音,소음.
元素,'화학원소(化学元素)'의약칭.[명사]요소.원소.
摇滚,로큰롤(摇滚乐)의약칭.[동사]흔들고구르다.
无精打采,풀이죽다.
田径,육상경기.[명사]논길.밭길.
俗话,속담.옛말.
水利,'수리공사(水利工程)'의약칭.[명사]수리.
收音机,라디오.
师范,사범학교(师范学校)'의약칭.[명사]본보기.모범.
慢性,[형용사]만성의.느긋한.
立体,기하체.[명사]입체.[형용사]입체의.입체감을주는.전면적인.다각도의.
酒精,알코올.
机灵,영리하다.똑똑하다.재치있다.눈치빠르다.약삭빠르다.재빠르다.
基金,[명사]기금.기본금.펀드(fund)．
结晶,[명사]결정.소중한[진귀한]성과[결과].[동사]결정하다.결정체.결정.
话筒,"마이크로폰,마이크(微音器)'의낮은말.메가폰(megaphone).[명사]전화기의송수화기."
化肥,화학비료
公关,공공(公共)관계[명사]섭외.홍보.
打官司,소송하다.고소하다.
钞票,지폐.돈.
奔驰,[동사](차나말등이)질주하다.폭주하다.벤츠
拔苗助长,일을급하게이루려고하다가도리어일을그르치다.
炊烟,[명사]밥짓는연기.
慈善,[형용사]동정심이많다.남을배려하다.자선을베풀다.
从容,[형용사]침착하다.조용하다.허둥대지않다.태연자약하다.(시간이)느슨하다.여유있다.(경제적으로)넉넉하다.여유가있다.
斑,[명사]얼룩.반점.[형용사]얼룩이있는.반점이있는.알록달록하다.얼룩얼룩하다.얼룩덜룩하다.
恶心,[동사]구역이나다.속이메스껍다.오심이나다.혐오감을일으키다.난감하게하다.속을뒤집어놓다.무안을주다.
方圆,[명사]주변의길이[거리].주위.주변.사각형과원형.일정한규칙과표준.
废寝忘食,침식(寢食)을잊다.(어떤일에)전심전력하다.매우몰두하다.
抚摸,[동사]어루만지다.쓰다듬다.
新娘,신부.
俯视,[동사]굽어보다.내려다보다.부시(俯視)하다.
报警,[동사]경찰에신고하다.긴급[경보]신호를보내다.
钙,[명사]칼슘.
嘿,"[감탄사](득의함이나찬탄을나타내어)야.이봐.(남을부르거나주의를환기시켜)어이.이봐.여보시오.(놀라움을나타내어)하.허.야.[의성어·의태어]헤헤.[웃음소리를나타내며,주로중첩해서씀]"
呼唤,[동사]외치다.소리치다.부르짖다.고함치다.큰소리로부르다.부르다.
花蕾,[명사]꽃봉오리.꽃망울.
晃,[동사]번개같이스쳐지나가다.번쩍하고지나가다.[형용사]밝게빛나다.밝다.환하다.[동사](빛이)눈부시게하다[빛나다].바로보지못하게하다.
荤,[명사]훈채(葷菜).육식.육류로만든요리.고기요리.[형용사]선정적인.외설의.음란한.저속한.저질의.
鄙视,[동사]경멸하다.경시하다.무시하다.업신여기다.깔보다.얕잡아보다.
剑,[명사]검.양쪽에날이있는큰칼.펜싱검.플뢰레(fleuret).
将就,[동사]그런대로…할만하다.아쉬운대로…할만하다.
侥幸,[형용사]요행하다.뜻밖에운이좋다.
节制,[동사]지휘통솔하다.통제관리하다.절제[제한·컨트롤(control)·조절·통제]하다.
截止,[동사]마감하다.일단락짓다.
锦上添花,아름다운비단위에꽃을수놓다.금상첨화.좋은일에또좋은일이더해지다.더없이좋다.
敬业,[동사]자기의일에최선을다하다.직업의식이투철하다.맡은바업무에전심전력을기울이다.
居民,[명사]주민.거(주)민.
倔强,[형용사](성격이)강하고고집이세다.
君子,[명사]높은관직에있는사람.지위가높은사람.나리.군자.학식과덕망이높은사람.
侃侃而谈,당당하고차분하게말하다.
砍伐,[동사](톱·토끼등으로)나무를베다[자르다].벌채하다.벌목하다.
克制,[동사]억제하다.자제하다.억누르다.
扣,[동사]채우다.걸다.구류하다.압류하다.(세금따위를)공제하다.빼다.(사발따위를)뒤집어놓다.엎어놓다.
枯萎,[동사]시들다.마르다.오그라들다.
哭泣,[동사](작은소리로)흐느껴울다.홀짝홀짝울다.
苦涩,[형용사]씁쓸하고떫다.괴롭다.
宽容,[형용사]너그럽다.포용력이있다.너그럽게받아들이다[용서하다].관용하다.
矿产,[명사]광산물.
狼吞虎咽,게걸스럽게먹다.마파람에게눈감추듯하다.
冷落,[형용사]쓸쓸하다.조용하다.적막하다.한산하다.[동사]냉대하다.푸대접하다.
礼尚往来,예는서로왕래하면서교제하는것을귀히여긴다.예의상오가는것을중시한다.오는정이있으면가는정이있다.
力求,[동사]온갖노력을다하다.몹시애쓰다.힘써추구하다[찾다·모색하다].
利害,[형용사]무섭다.사납다.무시무시하다.상대하기어렵다.엄하다.준엄하다.엄격하다.매섭다.대단하다.굉장하다.극심하다.심각하다.지독하다.극렬하다.
啰唆,[형용사]말이많다.수다스럽다.(일이)자질구레하다.번잡하다.번거롭다.성가시다.[동사]수다떨다.잔소리하다.중언부언하다.
蚂蚁,[명사]개미.
拨,[동사]움직이다.밀다.젖히다.헤치다.이동배치하다.(일부를)떼어주다.나누어주다.배포하다.[양사](～儿)무리.조.떼.[동사]타다.켜다.
冒犯,[동사](상대에게)무례하다.실례하다.기분[감정]을상하게하다.불쾌하게하다.비위를거스르다.
波涛,[명사]파도.
播种,[동사]파종하다.씨를뿌리다.
瞄准,[동사](사격목표물을)겨누다.겨냥하다.조준하다.(특정한대상을)겨누다.겨냥하다.조준하다.
藐视,[동사]경시하다.얕보다.깔보다.경멸하다.업신여기다.
明智,[형용사]총명하다.현명하다.
南辕北辙,속으로는남쪽으로가려하면서수레는도리어북쪽으로몰다.하는행동과목적이상반되다.
逆行,[동사]역행하다.
拧,[동사]틀다.비틀다.비틀어돌리다.뒤바뀌다.전도되다.틀리다.잘못하다.실수하다.틀어지다.어긋나다.저촉하다.모순되다.
哦,[감탄사](놀람·반신반의를나타내어)어!어머!어허!
偶像,[명사]우상.미신등의대상물.우상숭배.진심으로경배나흠모를받는현사(賢士).
排练,[동사]무대연습을하다.리허설을하다.
撇,[동사]던지다.내던지다.뿌리다.(밖으로)기울다.입을삐죽거리다.[명사]삐침.‘丿’
平庸,[형용사]평범하다.보통이다.그저그렇다.예사롭다.용속하다.
屏幕,[명사]영사막.스크린(screen).
启蒙,[동사]계몽하다.기초지식을전수(傳授)하다.
气质,[명사]기질.성미.성격.성질.소질.자질.풍채.기개.도량.품격.풍격.
窍门,[명사](문제를해결할)방법.비결.요령.
亲密,[형용사]관계가좋다.사이가좋다.친밀하다.
儒家,[명사]유가.유학자.
骚扰,[동사]소란을피우다.교란하다.훼방놓다.폐를끼치다.
上进,[동사]향상하다.진보하다.
尚且,[접속사]…조차…한데.그럼에도불구하고.여전히.
生肖,[명사]사람의띠.
盛,[형용사]흥성하다.번성하다.풍성하다.풍부하다.충족하다.왕성하다.강렬하다.세차다.기운차다.성대하다.
失事,[동사]의외의사고가발생하다.
视频,"[명사]영상신호주파수.동영상,화상캠(채팅)"
首饰,[명사]머리장식품.장신구.
疏远,[형용사](관계나감정적으로)소원하다.멀다.가깝지않다.거리가있다.[동사]멀리하다.
瞬间,[명사]순간.눈깜짝하는사이.순식간.삽시간.
素食,[명사]소식.채식.야채·과일류간식.평소의[소박한·간단한]음식.[동사]소식하다.채식하다.
索取,[동사]요구하다.달라고하다.구하다.(애써서)얻어내다.받아내려고독촉하다.받아내다.
摊,[동사]늘어놓다.벌이다.펴다.펼쳐놓다.[명사](～儿)노점.[양사]웅덩이.무더기.[질펀하게널린액체나엉겨있는풀모양의것에쓰임][동사]만나다.부딪히다.맞닥뜨리다.
陶醉,[동사]도취하다.
讨好,[동사]잘보이다.환심을사다.기분을맞추다.비위를맞추다.영합하다.눈에들다.좋은결과를얻다.
体裁,[명사]체재.장르.표현양식.
天赋,[동사]천부적이다.타고나다.[명사]타고난자질[소질].
插座,[명사]콘센트.소켓.
通缉,[동사]지명수배하다.
投诉,[동사](기관·관계자에게)호소하다.하소연하다.고발하다.신고하다.고소하다.불평하다.제소하다.
透露,[동사]넌지시드러내다.누설하다.흘리다.드러나다.내비치다.나타나다.암시하다.시사하다.
吞吞吐吐,[형용사](말을)얼버무리다.우물쭈물하다.떠듬거리다.이리저리둘러대다.
唾弃,[동사]돌아보지않고버리다.타기하다.혐오하다.경멸하다.깔보다.미워하고싫어하다.
蔚蓝,[형용사](맑은하늘처럼)짙푸른.쪽빛의.짙은남색의.
无辜,[형용사]무고하다.죄가없다.[명사]무고한사람.
物业,[명사]산업.가옥등의부동산.
颤抖,[동사]부들부들떨다.와들와들떨다.덜덜떨다.벌벌떨다.
陷阱,[명사]함정.흉계.악계.속임수.
相声,[명사]만담.재담.
削,[동사]깎다.벗기다.깎아[잘라]내다.제거하다.(공을)커트(cut)하다.
潇洒,[형용사]자연스럽고품위가있다.멋스럽다.말쑥하다.소쇄하다.스마트하다.대범하다.시원스럽다.자유스럽고얽매이지않다.거리낌이없다.
心甘情愿,내심만족해하며달가워하다.기꺼이원하다.
汹涌,[형용사]물이용솟음치다.물이세차게일어나다.흉용하다.물이용솟음치고출렁이는모양.
修养,[동사](도교신도가)수련[수양]하다.교양이나학식을쌓다.[명사]수양.교양.
喧哗,[형용사]떠들썩하다.시끌시끌하다.요란하다.시끄럽다.[동사]떠들다.떠들어대다.소란을피우다.
悬殊,[형용사]차이가크다.큰차가있다.동떨어져있다.
炫耀,[동사]밝게비추다.눈부시게빛나다[비치다].자랑하다.뽐내다.과시하다.
巢穴,[명사](새나짐승의)집.(도적등의)소굴.은신처.잠복처.거점.아지트.
鸦雀无声,까마귀와참새소리마저도없다.매우고요하다.쥐죽은듯이조용하다.
遗失,[동사]유실하다.분실하다.잃어버리다.
衬托,[동사]부각시키다.돋보이게하다.받쳐주다.부상시키다.두드러지게하다.안받침하다.
玉,[명사]옥.상대방의신체·행동혹은상대방과관련있는사물의존칭에쓰임.[형용사]옥처럼투명하고깨끗하고아름답다.[명사](Yù)성(姓).
岳母,[명사]장모.
招标,[동사]입찰공고하다.청부입찰자를모집하다.
震撼,[동사]진동시키다.뒤흔들다.흥분[감동]시키다.
正宗,[명사]정종.정종.정통(파).[형용사]정통의.진정한.
之际,[명사](일이발생한)때.즈음.
执着,[형용사]집착하다.고집스럽다.융통성이없다.집착하다.끈기있다.끝까지추구하다.끈덕지게하다.
直径,[명사]직경.
侄子,[명사]조카.
致力,[동사]힘쓰다.진력하다.
种植,[동사]종식하다.재배하다.씨를뿌리고묘목을심다.
主义,[명사]주의.주의.주의.
砖,[명사]벽돌.벽돌모양으로생긴것.
庄稼,[명사](농)작물.
坠,[동사]떨어지다.추락하다.낙하하다.(무거운것이)매달리다.드리우다.아래로늘어지다.떨구다.처지다.수중에가라앉다.[명사](～儿)매달린물건.드리운것.
滋润,[형용사]습윤하다.촉촉[축축]하다.편안하다.안락하다.윤택하다.[동사]촉촉하게적시다.축이다.
迟钝,[형용사]둔하다.느리다.굼뜨다.무디다.
琢磨,[동사]깊이생각하다.사색하다.음미하다.궁리하다.
